age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,native-country,income
45, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
36, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
32, Private, 9th,5, Separated, Other-service, Unmarried, Other, Female, Mexico, <=50K
33, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
51, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
36, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
40, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
44, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
40, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, England, <=50K
46, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
31, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
30, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
25, Private, Bachelors,13, Never-married, Other-service, Other-relative, White, Male, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
29, Private, Prof-school,15, Never-married, Prof-specialty, Other-relative, White, Male, United-States, <=50K
39, Private, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
44, Self-emp-not-inc, Some-college,10, Divorced, Other-service, Unmarried, White, Male, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
79, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States, >50K
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
23, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
27, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
58, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
36, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
41, State-gov, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female, United-States, >50K
49, Federal-gov, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
29, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, Peru, <=50K
63, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
29, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
65, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
26, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
42, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
44, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
51, ?, HS-grad,9, Separated, ?, Not-in-family, Black, Male, United-States, <=50K
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
22, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female, Haiti, <=50K
36, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
33, Local-gov, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
46, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
49, Private, 11th,7, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female, United-States, <=50K
41, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
52, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
40, Private, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
53, Federal-gov, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Female, United-States, <=50K
45, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
30, Local-gov, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
24, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
71, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
20, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
26, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
36, ?, 9th,5, Divorced, ?, Unmarried, White, Female, Mexico, <=50K
49, Private, HS-grad,9, Separated, Prof-specialty, Unmarried, White, Female, United-States, <=50K
48, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
22, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
30, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
51, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
46, Private, Some-college,10, Married-spouse-absent, Sales, Unmarried, White, Female, United-States, <=50K
32, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
42, Private, Prof-school,15, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female, South, >50K
52, State-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
57, Private, HS-grad,9, Divorced, Adm-clerical, Other-relative, Black, Female, United-States, <=50K
35, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
52, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
59, ?, 9th,5, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
36, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, Cuba, >50K
67, Local-gov, HS-grad,9, Divorced, Protective-serv, Not-in-family, Black, Male, United-States, <=50K
31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
72, ?, 7th-8th,4, Widowed, ?, Unmarried, White, Female, United-States, <=50K
36, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
56, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
35, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
44, Private, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, United-States, <=50K
26, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
30, Private, Some-college,10, Never-married, Sales, Own-child, White, Female, El-Salvador, <=50K
20, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
53, State-gov, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
54, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
32, ?, Bachelors,13, Divorced, ?, Unmarried, White, Female, United-States, <=50K
34, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female, United-States, >50K
30, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
43, State-gov, HS-grad,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, United-States, <=50K
48, Private, Assoc-voc,11, Divorced, Other-service, Own-child, White, Female, United-States, <=50K
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
62, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
34, Private, Some-college,10, Separated, Sales, Not-in-family, White, Male, United-States, <=50K
64, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
44, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
67, ?, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
45, Private, Assoc-acdm,12, Divorced, Tech-support, Unmarried, White, Female, ?, <=50K
53, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
37, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
32, ?, 10th,6, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, Taiwan, <=50K
55, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
58, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, >50K
74, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
27, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
37, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
22, ?, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female, South, <=50K
44, Self-emp-not-inc, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
23, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, Yugoslavia, <=50K
45, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, United-States, >50K
29, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
33, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
61, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
29, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Wife, Other, Female, United-States, >50K
22, Private, Some-college,10, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
28, Private, 9th,5, Never-married, Craft-repair, Not-in-family, White, Male, El-Salvador, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
28, ?, 10th,6, Separated, ?, Not-in-family, White, Male, United-States, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
19, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female, United-States, <=50K
42, Private, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
34, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
40, Private, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
57, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
